trilat,trilong,ssid,qos,transid,firsttime,lasttime,lastupdt,netid,name,type,comment,wep,bcninterval,freenet,dhcp,paynet,userfound,channel,rcois,encryption,country,region,road,city,housenumber,postalcode
41.67665863,-107.97698975,acs2,1,20040816-00000,2004-08-16T20:00:00.000Z,2004-08-16T21:00:00.000Z,2022-07-09T08:00:00.000Z,00:02:6F:03:AD:9A,,infrastruc,,N,0,?,?,?,False,11,,none,US,WY,I 80;US 30,,,
41.72523499,-107.60240936,,0,20110813-00000,2011-08-12T20:00:00.000Z,2011-08-13T22:00:00.000Z,2011-08-13T20:00:00.000Z,00:02:6F:44:A8:1B,,????,,?,0,?,?,?,False,0,,unknown,US,WY,,,,
41.67480087,-107.9797821,<no ssid>,0,20070129-00000,2007-01-29T08:00:00.000Z,2010-10-02T20:00:00.000Z,2022-07-09T08:00:00.000Z,00:02:6F:45:75:49,,????,,?,0,?,?,?,False,0,,unknown,US,WY,I 80;US 30,,,
41.67918015,-107.97006989,FalcoEnergy,0,20110813-00000,2011-08-13T01:00:00.000Z,2011-08-14T17:00:00.000Z,2022-07-09T08:00:00.000Z,00:02:6F:A9:CE:11,,infra,,Y,0,?,?,?,False,1,,wep,US,WY,I 80;US 30,,,
41.71149826,-107.80136871,flyingj,1,20070426-00000,2007-04-22T17:00:00.000Z,2007-04-26T07:00:00.000Z,2022-07-09T09:00:00.000Z,00:02:8A:E1:D1:3E,,probe,,?,0,?,?,Y,False,0,,unknown,US,WY,I 80;US 30,,,
41.74320602,-107.64292908,Lee,1,20070426-00000,2007-04-22T17:00:00.000Z,2007-04-26T07:00:00.000Z,2022-07-09T09:00:00.000Z,00:04:23:53:71:E4,,probe,,?,0,?,?,?,False,0,,unknown,US,WY,I 80;US 30;WY 789,,,
41.66717911,-108.02022552,,0,20070418-00000,2007-04-18T14:00:00.000Z,2007-04-18T19:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:23:94:83:44,,????,,?,0,?,?,?,False,0,,unknown,US,WY,I 80;US 30,,,82336
41.6775589,-107.97410583,Wamsutter-77,6,20190629-00000,2019-06-26T12:00:00.000Z,2020-02-18T10:00:00.000Z,2023-08-26T05:00:00.000Z,00:04:56:11:80:18,,infra,,2,0,?,?,?,False,1,,wpa2,US,WY,I 80;US 30,,,
41.67801666,-107.97284698,Wamsutter-77_G,4,20190918-00000,2019-09-18T04:00:00.000Z,2020-03-28T02:00:00.000Z,2023-06-03T08:00:00.000Z,00:04:56:11:80:1C,,infra,,2,0,?,?,?,False,149,,wpa2,US,WY,I 80;US 30,,,
41.67315292,-107.9822998,Wamsutter-43,0,20230401-00000,2023-04-01T04:00:00.000Z,2023-04-01T04:00:00.000Z,2023-04-01T05:00:00.000Z,00:04:56:11:80:C0,,infra,,2,0,?,?,?,False,1,,wpa2,US,WY,I 80;US 30,,,
41.67308044,-107.98336029,Wamsutter-56,7,20180401-00000,2018-04-01T16:00:00.000Z,2019-01-03T21:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:11:83:C8,,infra,,2,0,?,?,?,False,1,,wpa2,US,WY,I 80;US 30,,,82336
41.67284012,-107.98377991,Wamsutter-56_5G,2,20180401-00000,2018-04-01T17:00:00.000Z,2019-01-02T19:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:11:83:CC,,infra,,2,0,?,?,?,False,44,,wpa2,US,WY,I 80;US 30,,,82336
41.679142,-107.97023773,AP-101,7,20200801-00000,2020-08-01T12:00:00.000Z,2023-06-03T08:00:00.000Z,2023-08-24T11:00:00.000Z,00:04:56:11:84:08,,infra,,2,0,?,?,?,False,1,,wpa2,US,WY,I 80;US 30,,,
41.67498016,-107.97918701,AP-303-7,0,20190103-00000,2019-01-02T14:00:00.000Z,2019-01-03T19:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:11:84:98,,infra,,2,0,?,?,?,False,1,,wpa2,US,WY,I 80;US 30,,,
41.67560577,-107.9781723,AP-303-7-5G,4,20180702-00000,2018-07-02T15:00:00.000Z,2020-08-01T19:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:11:84:9C,,infra,,2,0,?,?,?,False,44,,wpa2,US,WY,I 80;US 30,,,
41.67729568,-107.9743576,GDW-AP,0,20180401-00000,2018-04-01T16:00:00.000Z,2018-04-01T19:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:11:84:A0,,infra,,2,0,?,?,?,False,11,,wpa2,US,WY,I 80;US 30,,,
41.67593002,-107.97702789,Wamsutter-73,3,20191013-00000,2019-08-07T21:00:00.000Z,2021-11-17T20:00:00.000Z,2021-11-17T20:00:00.000Z,00:04:56:11:84:B0,,infra,,2,0,?,?,?,False,6,,wpa2,US,WY,I 80;US 30,,,
41.67616653,-107.97706604,Wamsutter-73G,2,20200405-00000,2020-04-05T01:00:00.000Z,2021-08-11T12:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:11:84:B4,,infra,,2,0,?,?,?,False,149,,wpa2,US,WY,I 80;US 30,,,
41.68139648,-107.96580505,Wamsutter-78,0,20200816-00000,2001-12-31T21:00:00.000Z,2020-08-16T19:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:11:85:30,,????,,W,0,?,?,?,False,1,,wpa,US,WY,I 80;US 30,,,
41.6784935,-107.97161102,Wamsutter-78_5G,2,20200802-00000,2020-08-01T18:00:00.000Z,2020-09-07T09:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:11:85:34,,infra,,2,0,?,?,?,False,36,,wpa2,US,WY,I 80;US 30,,,
41.67837906,-107.97215271,Wamsutter-81,7,20200816-00000,2001-12-31T21:00:00.000Z,2023-12-29T00:00:00.000Z,2023-12-29T00:00:00.000Z,00:04:56:11:85:68,,infra,,2,0,?,?,?,False,11,,wpa2,US,WY,I 80;US 30,,,
41.67810059,-107.97270966,Wamsutter-81_5G,7,20200801-00000,2020-08-01T12:00:00.000Z,2024-01-03T20:00:00.000Z,2024-01-03T20:00:00.000Z,00:04:56:11:85:6C,,infra,,2,0,?,?,?,False,149,,wpa2,US,WY,Wamsutter-Crooks Gap Road,,,
41.68001175,-107.96827698,,0,20211117-00000,2021-11-17T22:00:00.000Z,2021-11-17T20:00:00.000Z,2021-11-17T20:00:00.000Z,00:04:56:11:85:70,,infra,,?,0,?,?,?,False,1,,unknown,US,WY,I 80;US 30,,,
41.67114258,-107.99010468,Wamsutter-38,1,20221204-00000,2022-12-03T12:00:00.000Z,2023-03-19T17:00:00.000Z,2023-03-19T18:00:00.000Z,00:04:56:11:85:A8,,infra,,2,0,?,?,?,False,11,,wpa2,US,WY,I 80;US 30,,,
41.67389679,-107.98134613,Wamsutter-42,7,20200801-00000,2020-08-01T13:00:00.000Z,2024-01-06T23:00:00.000Z,2024-01-06T23:00:00.000Z,00:04:56:11:85:C0,,infra,,2,0,?,?,?,False,11,,wpa2,US,WY,I 80;US 30,,,
41.67352676,-107.98226929,Wamsutter-42_5G,7,20200709-00000,2020-07-09T13:00:00.000Z,2024-01-06T23:00:00.000Z,2024-01-06T23:00:00.000Z,00:04:56:11:85:C4,,infra,,2,0,?,?,?,False,149,,wpa2,US,WY,I 80;US 30,,,
41.67684174,-107.97528839,SC-AP,0,20200405-00000,2020-04-02T00:00:00.000Z,2020-04-05T16:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:11:86:18,,infra,,2,0,?,?,?,False,11,,wpa2,US,WY,I 80;US 30,,,
41.67655563,-107.97695923,SC-AP_5,0,20200405-00000,2020-04-05T01:00:00.000Z,2020-04-05T16:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:11:86:1C,,infra,,2,0,?,?,?,False,36,,wpa2,US,WY,I 80;US 30,,,
41.67224503,-107.98583984,Wolfe,4,20181006-00000,2018-10-06T14:00:00.000Z,2019-05-06T03:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:11:86:50,,infra,,2,0,?,?,?,False,11,,wpa2,US,WY,I 80;US 30,,,82336
41.67301559,-107.98378754,Wolfe_5G,2,20190629-00000,2019-06-26T12:00:00.000Z,2021-12-20T14:00:00.000Z,2021-12-20T14:00:00.000Z,00:04:56:11:86:54,,infra,,2,0,?,?,?,False,40,,wpa2,US,WY,I 80;US 30,,,82336
41.67242432,-107.98529053,Wamsutter-58,6,20200816-00000,2001-12-31T21:00:00.000Z,2024-01-03T20:00:00.000Z,2024-01-03T20:00:00.000Z,00:04:56:11:86:98,,infra,,2,0,?,?,?,False,1,,wpa2,US,WY,I 80;US 30,,,
41.67156219,-107.98750305,Wamsutter-58-5G,0,20211216-00000,2021-12-16T17:00:00.000Z,2021-12-16T17:00:00.000Z,2021-12-16T17:00:00.000Z,00:04:56:11:86:9C,,infra,,2,0,?,?,?,False,149,,wpa2,US,WY,I 80;US 30,,,82336
41.67291641,-107.98386383,Wamsutter-64,2,20180911-00000,2018-09-10T07:00:00.000Z,2018-10-06T14:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:11:86:C0,,infra,,2,0,?,?,?,False,1,,wpa2,US,WY,I 80;US 30,,,82336
41.6764183,-107.97738647,Wamsutter-82,0,20190808-00000,2019-08-07T21:00:00.000Z,2019-08-08T20:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:11:87:30,,infra,,2,0,?,?,?,False,1,,wpa2,US,WY,I 80;US 30,,,
41.6767807,-107.97660065,Wamsutter-82_5G,1,20181211-00000,2018-12-02T01:00:00.000Z,2020-04-10T20:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:11:87:34,,infra,,2,0,?,?,?,False,36,,wpa2,US,WY,I 80;US 30,,,
41.67342377,-107.9826889,Wamsutter-49,3,20180722-00000,2018-07-21T12:00:00.000Z,2021-08-17T10:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:11:87:88,,infra,,2,0,?,?,?,False,1,,wpa2,US,WY,I 80;US 30,,,82336
41.67390823,-107.98178864,Wamsutter-49_5G,3,20181211-00000,2018-12-08T23:00:00.000Z,2021-12-20T14:00:00.000Z,2021-12-20T14:00:00.000Z,00:04:56:11:87:8C,,infra,,2,0,?,?,?,False,149,,wpa2,US,WY,I 80;US 30,,,82336
41.673069,-107.98303223,Sunset-03,6,20210811-00000,2001-12-26T11:00:00.000Z,2023-08-26T05:00:00.000Z,2023-08-26T05:00:00.000Z,00:04:56:11:87:90,,infra,,2,0,?,?,?,False,1,,wpa2,US,WY,I 80;US 30,,,
41.67390823,-107.98047638,Jerrys Place,7,20200907-00000,2020-09-03T20:00:00.000Z,2023-08-26T05:00:00.000Z,2023-08-26T05:00:00.000Z,00:04:56:11:88:60,,infra,,2,0,?,?,?,False,1,,wpa2,US,WY,Kelly Street,,,
41.67445755,-107.97972107,JerrysPlace-5G,6,20200802-00000,2020-08-01T18:00:00.000Z,2023-06-03T08:00:00.000Z,2023-06-03T08:00:00.000Z,00:04:56:11:88:64,,infra,,2,0,?,?,?,False,149,,wpa2,US,WY,I 80;US 30,,,
41.67221451,-107.98679352,Wamsutter-61,0,20230319-00000,2023-03-19T12:00:00.000Z,2023-03-19T17:00:00.000Z,2023-03-19T18:00:00.000Z,00:04:56:11:88:E0,,infra,,2,0,?,?,?,False,11,,wpa2,US,WY,I 80;US 30,,,
41.67250443,-107.98588562,Wamsutter-25,0,20200816-00000,2001-12-31T21:00:00.000Z,2020-08-16T19:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:11:C8:A0,,????,,W,0,?,?,?,False,1,,wpa,US,WY,I 80;US 30,,,
41.67248917,-107.98484802,CAMBIUM_2.4GHz_11C8E0,0,20200519-00000,2020-04-02T00:00:00.000Z,2020-05-20T12:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:11:C8:E0,,infra,,2,0,?,?,?,False,10,,wpa2,US,WY,I 80;US 30,,,82336
41.67841721,-107.9719696,Wamsutter-16,7,20200218-00000,2020-02-17T18:00:00.000Z,2024-01-03T20:00:00.000Z,2024-01-03T20:00:00.000Z,00:04:56:11:C8:E8,,infra,,2,0,?,?,?,False,1,,wpa2,US,WY,I 80;US 30,,,
41.67901611,-107.97166443,,0,20211220-00000,2021-12-20T17:00:00.000Z,2021-12-20T14:00:00.000Z,2021-12-20T14:00:00.000Z,00:04:56:2F:F7:10,,infra,,?,0,?,?,?,False,36,,unknown,US,WY,I 80;US 30,,,
41.67250061,-107.98563385,Sunset-Inn,7,20190808-00000,2019-08-07T21:00:00.000Z,2024-01-06T23:00:00.000Z,2024-01-06T23:00:00.000Z,00:04:56:95:F3:80,,infra,,2,0,?,?,?,False,6,,wpa2,US,WY,I 80;US 30,,,
41.67137909,-107.98871613,Wamsutter-RV Park,5,20181006-00000,2018-10-06T14:00:00.000Z,2021-06-02T19:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:95:F4:10,,infra,,2,0,?,?,?,False,1,,wpa2,US,WY,I 80;US 30,,,82336
41.67228699,-107.98561096,Sunset-Inn,7,20200328-00000,2020-02-20T18:00:00.000Z,2024-01-06T23:00:00.000Z,2024-01-06T23:00:00.000Z,00:04:56:96:06:40,,infra,,2,0,?,?,?,False,149,,wpa2,US,WY,I 80;US 30,,,
41.6734848,-107.98330688,Wamsutter-RV Park,3,20210511-00000,2021-05-10T12:00:00.000Z,2021-12-20T14:00:00.000Z,2021-12-20T14:00:00.000Z,00:04:56:96:06:D0,,infra,,2,0,?,?,?,False,161,,wpa2,US,WY,I 80;US 30,,,82336
41.67667389,-107.9760437,Wamsutter-RV Park,7,20180324-00000,2018-03-24T16:00:00.000Z,2023-08-24T11:00:00.000Z,2023-08-24T11:00:00.000Z,00:04:56:96:17:10,,infra,,2,0,?,?,?,False,1,,wpa2,US,WY,I 80;US 30,,,
41.67615891,-107.97724915,Wamsutter-RV Park,7,20180324-00000,2018-03-24T16:00:00.000Z,2022-03-03T23:00:00.000Z,2022-03-03T23:00:00.000Z,00:04:56:96:29:D0,,infra,,2,0,?,?,?,False,36,,wpa2,US,WY,I 80;US 30,,,
41.67967224,-107.96924591,785-AP,7,20180401-00000,2018-04-01T16:00:00.000Z,2023-10-27T18:00:00.000Z,2023-10-27T18:00:00.000Z,00:04:56:99:50:50,,infra,,2,0,?,?,?,False,11,,wpa2,US,WY,I 80;US 30,,,
41.67973328,-107.96916199,781-AP,7,20180401-00000,2018-04-01T16:00:00.000Z,2023-08-26T05:00:00.000Z,2023-08-26T05:00:00.000Z,00:04:56:99:50:51,,infra,,2,0,?,?,?,False,1,,wpa2,US,WY,I 80;US 30,,,
41.6795578,-107.96955872,783-AP,7,20180401-00000,2018-04-01T17:00:00.000Z,2023-11-05T16:00:00.000Z,2023-11-05T17:00:00.000Z,00:04:56:99:50:52,,infra,,2,0,?,?,?,False,1,,wpa2,US,WY,I 80;US 30,,,
41.67989349,-107.96865082,787-AP,7,20180401-00000,2018-04-01T17:00:00.000Z,2023-08-26T05:00:00.000Z,2023-08-26T05:00:00.000Z,00:04:56:99:50:53,,infra,,2,0,?,?,?,False,1,,wpa2,US,WY,I 80;US 30,,,
41.67843246,-107.97174072,785-AP,7,20180401-00000,2018-04-01T16:00:00.000Z,2023-10-27T18:00:00.000Z,2023-10-27T18:00:00.000Z,00:04:56:99:5C:30,,infra,,2,0,?,?,?,False,149,,wpa2,US,WY,I 80;US 30,,,
41.67840195,-107.97179413,781-AP,7,20190102-00000,2019-01-01T20:00:00.000Z,2023-06-03T08:00:00.000Z,2023-10-27T18:00:00.000Z,00:04:56:99:5C:31,,infra,,2,0,?,?,?,False,149,,wpa2,US,WY,I 80;US 30,,,
41.67848206,-107.97161865,783-AP,7,20180721-00000,2018-07-21T12:00:00.000Z,2023-10-27T18:00:00.000Z,2023-10-27T18:00:00.000Z,00:04:56:99:5C:32,,infra,,2,0,?,?,?,False,149,,wpa2,US,WY,I 80;US 30,,,
41.67831039,-107.97199249,787-AP,7,20180401-00000,2018-04-01T17:00:00.000Z,2023-10-27T18:00:00.000Z,2024-01-03T20:00:00.000Z,00:04:56:99:5C:33,,infra,,2,0,?,?,?,False,149,,wpa2,US,WY,I 80;US 30,,,
41.67393112,-107.98032379,307-A,0,20180504-00000,2018-05-04T08:00:00.000Z,2018-05-04T09:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:9B:40:80,,infra,,2,0,?,?,?,False,11,,wpa2,US,WY,Kelly Street,,,
41.67393112,-107.98032379,307-C,0,20180504-00000,2018-05-04T08:00:00.000Z,2018-05-04T09:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:9B:40:82,,infra,,2,0,?,?,?,False,11,,wpa2,US,WY,Kelly Street,,,
41.67518234,-107.98001862,,0,20200816-00000,2001-12-31T21:00:00.000Z,2020-08-16T19:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:9B:40:83,,????,,?,0,?,?,?,False,0,,unknown,US,WY,I 80;US 30,,,
41.6801796,-107.96809387,791-AP,7,20180401-00000,2018-04-01T17:00:00.000Z,2023-10-27T18:00:00.000Z,2023-10-27T18:00:00.000Z,00:04:56:9B:40:D0,,infra,,2,0,?,?,?,False,6,,wpa2,US,WY,I 80;US 30,,,
41.67842102,-107.97190857,793-AP,7,20180324-00000,2018-03-24T16:00:00.000Z,2023-10-27T18:00:00.000Z,2023-10-27T18:00:00.000Z,00:04:56:9B:40:D1,,infra,,2,0,?,?,?,False,6,,wpa2,US,WY,I 80;US 30,,,
41.67894745,-107.97080994,795-AP,7,20180401-00000,2018-04-01T17:00:00.000Z,2023-10-27T18:00:00.000Z,2023-10-27T18:00:00.000Z,00:04:56:9B:40:D2,,infra,,2,0,?,?,?,False,6,,wpa2,US,WY,I 80;US 30,,,
41.67906952,-107.97054291,797-AP,7,20180401-00000,2018-04-01T17:00:00.000Z,2023-10-27T18:00:00.000Z,2023-10-27T18:00:00.000Z,00:04:56:9B:40:D3,,infra,,2,0,?,?,?,False,6,,wpa2,US,WY,I 80;US 30,,,
41.67825699,-107.97216797,791-AP,7,20180401-00000,2018-04-01T16:00:00.000Z,2024-01-06T23:00:00.000Z,2024-01-06T23:00:00.000Z,00:04:56:9B:53:90,,infra,,2,0,?,?,?,False,149,,wpa2,US,WY,I 80;US 30,,,
41.67826843,-107.97215271,793-AP,7,20180401-00000,2018-04-01T16:00:00.000Z,2024-01-06T23:00:00.000Z,2024-01-06T23:00:00.000Z,00:04:56:9B:53:91,,infra,,2,0,?,?,?,False,149,,wpa2,US,WY,I 80;US 30,,,
41.67836761,-107.97192383,795-AP,7,20180401-00000,2018-04-01T16:00:00.000Z,2024-01-06T23:00:00.000Z,2024-01-06T23:00:00.000Z,00:04:56:9B:53:92,,infra,,2,0,?,?,?,False,149,,wpa2,US,WY,I 80;US 30,,,
41.67831802,-107.97200012,797-AP,7,20180401-00000,2018-04-01T16:00:00.000Z,2024-01-06T23:00:00.000Z,2024-01-06T23:00:00.000Z,00:04:56:9B:53:93,,infra,,2,0,?,?,?,False,149,,wpa2,US,WY,I 80;US 30,,,
41.67605209,-107.97808838,,1,20200816-00000,2020-08-15T17:00:00.000Z,2021-12-20T14:00:00.000Z,2021-12-20T14:00:00.000Z,00:04:56:D2:21:86,,infra,,?,0,?,?,?,False,108,,unknown,US,WY,I 80;US 30,,,
41.67612076,-107.9829483,Office network backup - master,7,20181211-00000,2018-12-02T01:00:00.000Z,2020-02-18T10:00:00.000Z,2022-07-09T08:00:00.000Z,00:04:56:ED:9E:F5,,infra,,2,0,?,?,?,False,36,,wpa2,US,WY,Carlton Road,,,
41.67590332,-107.9783783,,0,20211220-00000,2021-12-20T17:00:00.000Z,2021-12-20T14:00:00.000Z,2021-12-20T14:00:00.000Z,00:04:56:FE:46:F5,,infra,,?,0,?,?,?,False,108,,unknown,US,WY,I 80;US 30,,,
41.70576477,-107.85225677,,0,20121203-00000,2012-11-11T12:00:00.000Z,2012-12-03T06:00:00.000Z,2012-12-03T04:00:00.000Z,00:04:F3:03:A5:ED,,????,,?,0,?,?,?,False,0,,unknown,US,WY,I 80;US 30,,,
41.63583374,-107.81809998,DIRECT-1m-0004F3178144,4,20200403-00000,2020-04-01T20:00:00.000Z,2021-11-17T20:00:00.000Z,2024-02-11T10:00:00.000Z,00:04:F3:17:81:44,,infra,,2,0,?,?,?,False,1,0,wpa2,US,WY,,,,
41.67585754,-107.98220825,DIRECT-45-0004F318D542,0,20201214-00000,2020-12-14T13:00:00.000Z,2021-11-17T20:00:00.000Z,2021-11-17T20:00:00.000Z,00:04:F3:18:D5:42,,infra,,2,0,?,?,?,False,6,,wpa2,US,WY,Carlton Road,,,
41.64198303,-108.19504547,DIRECT-cU-0004F31D745D,0,20210113-00000,2021-01-13T13:00:00.000Z,2022-12-09T21:00:00.000Z,2022-12-09T21:00:00.000Z,00:04:F3:1D:74:5D,,infra,,2,0,?,?,?,False,6,,wpa2,US,WY,I 80;US 30,,,
41.68303299,-107.96281433,speedy,0,20070418-00000,2007-04-18T14:00:00.000Z,2007-04-18T19:00:00.000Z,2022-07-09T08:00:00.000Z,00:06:B1:32:F0:C9,,infrastruc,,N,0,?,?,?,False,6,,none,US,WY,I 80;US 30,,,
41.74607468,-107.60249329,MyVolvoM8IsXM,0,20170708-00000,2017-07-08T12:00:00.000Z,2017-07-08T20:00:00.000Z,2022-07-09T09:00:00.000Z,00:06:C6:47:5C:22,,infra,,2,0,?,?,?,False,6,,wpa2,US,WY,I 80;US 30;WY 789,,,
41.70542908,-107.88872528,,0,20070817-00000,2007-07-24T15:00:00.000Z,2007-08-17T09:00:00.000Z,2022-07-09T08:00:00.000Z,00:08:02:D2:82:23,,????,,?,0,?,?,?,False,0,,unknown,US,WY,I 80;US 30,,,
41.7105484,-107.80782318,<no ssid>,0,20090309-00000,2009-03-10T02:00:00.000Z,2010-10-02T20:00:00.000Z,2022-07-09T09:00:00.000Z,00:09:5B:64:E6:2C,,????,,?,0,?,?,?,False,0,,unknown,US,WY,I 80;US 30,,,
41.66062927,-108.06689453,14724,0,20220209-00000,2022-02-08T12:00:00.000Z,2023-05-09T21:00:00.000Z,2023-05-09T21:00:00.000Z,00:0A:99:80:B2:F0,,infra,,W,0,?,?,?,False,11,,wpa,US,WY,I 80;US 30,,,82336
41.65560913,-108.10353088,OpenWrt,0,20190519-00000,2019-05-15T11:00:00.000Z,2020-07-09T12:00:00.000Z,2022-06-27T12:00:00.000Z,00:0A:99:85:84:5A,,infra,,2,0,?,?,?,False,11,,wpa2,US,WY,I 80;US 30,,,82336
41.6682663,-108.01217651,61195,0,20191215-00000,2019-12-15T16:00:00.000Z,2020-08-16T19:00:00.000Z,2022-07-09T03:00:00.000Z,00:0A:99:86:BB:7B,,????,,W,0,?,?,?,False,6,,wpa,US,WY,I 80;US 30,,,82336
41.7220993,-107.75514221,72426,0,20201001-00000,2020-10-01T13:00:00.000Z,2023-08-26T05:00:00.000Z,2023-08-26T05:00:00.000Z,00:0A:99:87:AA:E7,,infra,,W,0,?,?,?,False,6,,wpa,US,WY,I 80;US 30,,,
41.70126343,-107.90856934,51287,0,20211220-00000,2021-12-20T10:00:00.000Z,2021-12-20T14:00:00.000Z,2021-12-20T14:00:00.000Z,00:0A:99:87:CB:B1,,infra,,W,0,?,?,?,False,6,,wpa,US,WY,I 80;US 30,,,
41.67570496,-107.98215485,86293,0,20200925-00000,2020-09-25T12:00:00.000Z,2024-02-23T13:00:00.000Z,2024-02-23T14:00:00.000Z,00:0A:99:88:D5:06,,infra,,W,0,?,?,?,False,6,0,wpa,US,WY,Carlton Road,,,
41.7477417,-107.58667755,93148,0,20211008-00000,2021-10-07T08:00:00.000Z,2023-07-26T18:00:00.000Z,2023-12-29T20:00:00.000Z,00:0A:99:89:F3:1D,,infra,,W,0,?,?,?,False,6,0,wpa,US,WY,,,,
41.70619965,-107.86579895,33904,0,20220115-00000,2022-01-15T12:00:00.000Z,2023-08-24T11:00:00.000Z,2024-03-17T16:00:00.000Z,00:0A:99:89:FF:C7,,infra,,W,0,?,?,?,False,1,0,wpa,US,WY,I 80;US 30,,,
41.75090408,-107.56726837,14078,0,20230415-00000,2023-04-15T17:00:00.000Z,2023-12-17T15:00:00.000Z,2024-04-05T17:00:00.000Z,00:0A:99:8A:28:9A,,infra,,W,0,?,?,?,False,1,0,wpa,US,WY,I 80;US 30;WY 789,,,
41.67319107,-107.983284,11182,0,20211223-00000,2021-12-23T14:00:00.000Z,2023-03-21T19:00:00.000Z,2023-03-21T20:00:00.000Z,00:0A:99:8A:82:DB,,infra,,W,0,?,?,?,False,11,,wpa,US,WY,I 80;US 30,,,
41.66796875,-108.01211548,35736,1,20231011-00000,2023-10-09T13:00:00.000Z,2024-01-03T20:00:00.000Z,2024-01-03T20:00:00.000Z,00:0A:99:8C:12:B0,,infra,,W,0,?,?,?,False,1,0,wpa,US,WY,I 80;US 30,,,82336
41.68864822,-107.95053864,Dash-4383,0,20220424-00000,2022-04-22T13:00:00.000Z,2023-11-05T16:00:00.000Z,2023-11-05T17:00:00.000Z,00:0A:F5:03:6E:4C,,infra,,2,0,?,?,?,False,6,,wpa2,US,WY,I 80;US 30,,,
41.65586853,-108.10413361,Sprint Drive,0,20190506-00000,2019-04-25T07:00:00.000Z,2019-05-06T03:00:00.000Z,2022-07-09T08:00:00.000Z,00:0A:F5:23:E4:F0,,infra,,2,0,?,?,?,False,11,,wpa2,US,WY,I 80;US 30,,,82336
41.69628143,-107.92377472,190271,0,20220510-00000,2022-05-10T09:00:00.000Z,2023-07-26T18:00:00.000Z,2023-07-26T20:00:00.000Z,00:0A:F5:24:50:18,,infra,,2,0,?,?,?,False,6,,wpa2,US,WY,I 80;US 30,,,
41.66461563,-108.03690338,HSA-15-64380,0,20221204-00000,2022-12-03T12:00:00.000Z,2022-12-04T14:00:00.000Z,2022-12-04T14:00:00.000Z,00:0A:F5:71:E9:54,,infra,,2,0,?,?,?,False,1,,wpa2,US,WY,I 80;US 30,,,82336
41.67941666,-107.97074127,TRA44111F1521,0,20190307-00000,2019-01-30T11:00:00.000Z,2019-03-08T10:00:00.000Z,2022-07-09T08:00:00.000Z,00:0A:F5:8E:5A:74,,infra,,2,0,?,?,?,False,6,,wpa2,US,WY,I 80;US 30,,,
41.69335175,-108.13809204,99230,2,20180702-00000,2018-07-02T17:00:00.000Z,2019-01-03T19:00:00.000Z,2022-07-09T08:00:00.000Z,00:0A:F5:97:12:B4,,infra,,2,0,?,?,?,False,6,,wpa2,US,WY,,,,
41.6764946,-107.98287201,175330,1,20190821-00000,2019-08-20T09:00:00.000Z,2019-08-27T21:00:00.000Z,2022-07-09T08:00:00.000Z,00:0A:F5:9E:E0:98,,infra,,2,0,?,?,?,False,6,,wpa2,US,WY,Carlton Road,,,
41.70752335,-107.81902313,TRA44118F1612,0,20200328-00000,2020-02-20T18:00:00.000Z,2020-03-28T02:00:00.000Z,2022-07-09T09:00:00.000Z,00:0A:F5:D4:24:DC,,infra,,2,0,?,?,?,False,6,,wpa2,US,WY,I 80;US 30,,,
41.71640015,-107.78167725,,0,20121203-00000,2012-11-11T12:00:00.000Z,2012-12-03T06:00:00.000Z,2012-12-03T04:00:00.000Z,00:0B:28:02:18:E4,,????,,?,0,?,?,?,False,0,,unknown,US,WY,I 80;US 30,,,
41.67583847,-107.98252106,,0,20070817-00000,2007-07-24T15:00:00.000Z,2007-08-17T09:00:00.000Z,2022-07-09T08:00:00.000Z,00:0B:28:02:32:8C,,????,,?,0,?,?,?,False,0,,unknown,US,WY,Carlton Road,,,
41.70511627,-107.8347702,,0,20121203-00000,2012-11-11T12:00:00.000Z,2012-12-03T06:00:00.000Z,2012-12-03T04:00:00.000Z,00:0B:28:05:6C:45,,????,,?,0,?,?,?,False,0,,unknown,US,WY,I 80;US 30,,,
